carID,price
89856,9630.046827143922
106581,24334.19208212838
80886,13857.583959873353
100174,15671.36684682648
81376,23805.052217246954
85391,10397.369817204482
82175,14451.146526046272
95250,15480.812140976426
85071,4992.799825037941
96210,17326.700016495703
80317,26844.511018765457
92731,22370.22401955195
107704,15538.578317631334
98302,7357.8546048525495
107055,22287.42652111865
94621,42752.600796927414
91709,21379.975669457177
98193,45054.430866172166
76189,17085.983244574978
86871,13679.165622868088
102917,6753.801690635742
90923,27460.20721666391
101603,10140.579500101074
94196,21169.16310830276
85174,15902.98340308756
103370,12435.67993957698
107877,15056.010051231737
79567,14456.561101862257
90091,9756.066474973932
76169,12581.260637923739
98708,10656.331219975715
107347,21730.895091932714
89583,9302.122782295106
101591,12087.967809377336
92160,15694.851613123747
99676,11788.306578947966
85354,17932.477665725743
81900,11398.098596104006
80345,22713.895846221458
78509,31401.531385772847
100872,9995.171207928643
95087,27378.810039930973
86027,16338.439132775187
89135,13493.86100037824
80557,26999.295945476366
108092,20549.70898945162
102672,15312.056451175587
83022,8264.983289900147
78398,19120.574392939787
95889,30122.379838953286
81117,51206.442625696676
93730,19440.215007092258
101380,9602.477969089514
81772,27795.923770963786
85304,11302.066745318776
86107,5607.651842647101
88696,15214.077191230435
104350,20561.67067984882
87331,12480.136532740618
85206,15991.60866815113
107445,25759.13303296888
106539,29274.918977063055
98712,21099.05921968244
96875,12596.936272854913
108464,22010.094602185593
99890,6975.704801703356
87771,16820.387374696413
79442,19223.934241945946
84170,10671.692712215294
103045,15640.278112562863
101544,3628.0534292329758
77350,10551.683071632986
89225,14635.374819502356
79565,55360.869228988755
82849,10158.093680365155
94360,20447.86585189095
103040,7118.833841617215
105101,38953.29412869835
97077,11317.390794727502
98674,12991.167396672217
93447,28864.717542603303
84951,19789.52842451657
91953,9709.372068358933
102101,8453.71910672003
92604,30894.9693172734
89010,9228.662620864212
102729,10075.105844894755
88024,9651.810159074495
104367,11531.58164389022
101230,10671.862770405325
82524,19833.998750883802
95279,46914.491514550435
106098,12532.378527094921
89749,8771.558606398095
101277,5933.062328376972
108016,27617.420587564953
81259,25528.32079133375
97434,20620.516213475254
105289,30207.165919158066
103379,10003.201211972248
78317,26752.882599346023
104166,19121.78646108612
106660,31668.16677893571
107490,11832.029306982571
90684,13765.14725846458
90032,6652.958162888894
79481,19977.912422718422
102524,9003.700338800676
100778,15802.81948958941
77810,14767.08183351442
98979,13589.187279409309
76558,16962.765454988083
94550,22396.60857153376
107246,6217.485331043554
77429,25751.470471035
106105,12443.035472823094
105213,9691.991211163704
102747,14078.351019731106
104958,16420.721369080864
96036,16335.636850425017
92310,23489.00308973075
100837,7163.762826423597
82858,11157.662296762946
90119,9907.820938045881
77304,23511.54036765601
89011,11240.009506522407
84623,16717.153175281284
99665,23028.33098745508
100592,10009.80746974588
82623,10579.36130819261
92035,18339.39069318011
84305,10754.078837667697
92903,7124.529637679772
93398,19639.2548117579
108067,16597.788045072197
85062,8027.136953005022
81727,40227.911504716336
95637,9877.804375123103
89690,8044.530791905603
83240,18197.259135701566
89711,11339.293886469904
96945,9902.209335486043
104924,23052.225303744315
79633,21340.15619246586
89582,4500.24219636003
98080,6859.915333668842
85992,6689.070853016691
86712,12614.923090289345
105767,12676.246779310983
100590,8936.62353502778
104574,15742.9869508703
97246,12242.784059130836
78141,18522.60178734568
91590,28558.542672151798
80767,14526.206595348303
100344,14917.010302665813
88987,21054.84908906625
96479,17913.292674033208
90598,8744.668518533757
83880,7965.912057033815
86802,15145.881722655507
103078,15625.48210747885
84736,9147.18714920748
84196,3386.315765364518
102062,10214.240159615938
90110,6001.612647023271
102907,11139.24686609269
81776,25429.612285612533
