carID,price
89856,9852.407526125553
106581,24289.846716684784
80886,13739.697140248569
100174,15641.477959537944
81376,24044.590703512564
85391,10389.722179734628
82175,14380.307760158299
95250,15452.832542973605
85071,4994.010123402203
96210,17468.669238977804
80317,26829.489653191486
92731,22283.755436183503
107704,16505.535189524617
98302,7313.588050048766
107055,22363.39034773499
94621,42635.271566650365
91709,21145.421299567737
98193,44634.484206855035
76189,16891.419483772028
86871,13804.814757583119
102917,6834.236107065781
90923,27813.723046115316
101603,10153.811901588306
94196,21313.68840634797
85174,15907.473054213484
103370,12407.304245807849
107877,14918.44591209659
79567,14520.724166624235
90091,9881.655418400876
76169,12157.028054933637
98708,10671.430297880575
107347,21853.46007274128
89583,9398.237943289667
101591,12180.340135209446
92160,15488.321369558851
99676,11899.5222804264
85354,17898.516406792813
81900,11397.135706413901
80345,22993.53616560503
78509,31273.88159089893
100872,10018.565881077602
95087,27219.56716777845
86027,16330.090540903013
89135,13343.22724199294
80557,27192.419419617087
108092,19907.91991112729
102672,15171.765604842029
83022,8300.535984793294
78398,18796.440330617952
95889,30337.705817781916
81117,50897.87234944295
93730,19609.98897159226
101380,9712.429117805601
81772,27882.803709933058
85304,11325.484147252932
86107,5699.7596152594215
88696,15087.895819240182
104350,20847.375791207018
87331,12406.635338842594
85206,15963.053787711588
107445,26527.150125337936
106539,29405.090257355867
98712,21027.680005438324
96875,12416.653028389206
108464,22101.40337800769
99890,6967.58444499218
87771,16858.915170027634
79442,19312.158065260253
84170,10750.447838678383
103045,15691.725103138095
101544,3615.5035546154318
77350,10509.053384601126
89225,14530.595059421768
79565,54987.50019398967
82849,10135.014598448512
94360,20567.885961923803
103040,7259.866595395412
105101,38568.675771893155
97077,11342.739927018225
98674,12919.977980596204
93447,28929.457234636768
84951,19764.625165001788
91953,9510.783976556682
102101,8504.430475258088
92604,30615.40381931181
89010,9248.745664849836
102729,10033.029314551066
88024,9865.039636983915
104367,11432.620735035916
101230,10648.824703406015
82524,19854.670583893552
95279,46429.91872913989
106098,12541.975831342323
89749,8790.251951656559
101277,5924.778097177393
108016,27623.734656400084
81259,25493.10639269445
97434,20577.100825871767
105289,29987.053218135257
103379,10104.12787392613
78317,26423.577801597618
104166,19280.964961900587
106660,31770.6396985314
107490,11673.471241207444
90684,13663.953861934006
90032,6649.244445796242
79481,19957.568224104358
102524,9055.168965820854
100778,15585.047403802611
77810,14617.602998412267
98979,13650.803181643609
76558,16910.706824436613
94550,21986.04165146219
107246,6262.145037852114
77429,25636.10473463451
106105,12503.218378143818
105213,9821.073245471745
102747,14434.379570601473
104958,16474.009053128004
96036,16375.930923190379
92310,23384.15536080472
100837,7342.774577543163
82858,11166.240826609132
90119,9902.94541948572
77304,23692.97077358699
89011,11314.582269402174
84623,16638.53000116378
99665,23144.830881640566
100592,9983.158781104366
82623,10575.373040542547
92035,18655.395499932154
84305,10729.109724754378
92903,6682.268236652654
93398,19916.545051461857
108067,16131.231039583326
85062,8069.447579033569
81727,40781.232313738554
95637,9899.071313762695
89690,7995.790161694876
83240,18196.850934086033
89711,11654.310510096058
96945,9870.00949614437
104924,22889.551718692746
79633,21236.67803571087
89582,4514.0887864446295
98080,6907.450348964774
85992,6736.279891140569
86712,12632.38797321107
105767,12547.954997605306
100590,8999.82339483832
104574,15722.079958698918
97246,12316.608118810582
78141,18316.52249573825
91590,28426.08874773818
80767,14615.530668278634
100344,14853.865567814832
88987,21028.98587496599
96479,17911.7404649986
90598,8721.016310938026
83880,7925.704830787947
86802,14911.982201591793
103078,15653.51570029339
84736,9065.806880232782
84196,3417.9350238752854
102062,10191.391586624548
90110,5975.463375693813
102907,11073.84174141439
81776,25568.151783875615
102431,6280.421132359836
80442,14503.025910757859
78656,26992.739709436242
78537,34252.143983906724
102511,9491.522469469259
93612,19979.63950171164
99284,7542.189171410983
96315,16219.58625422691
94305,38455.88649729209
100636,10818.219953081132
81816,15611.460932227732
100352,15871.755549786008
101476,10308.867173013394
93392,34425.071931979226
93995,22551.318840364696
94261,32089.330894023245
89117,15095.250466385289
86506,2345.2157500281337
88456,5944.188390137809
84134,10575.695406412347
81088,12481.96899326751
103960,10705.901842186748
84925,13336.487487921217
97306,9590.363854233025
83752,7456.015940489225
100696,5951.279613282296
76472,11292.584364940496
101128,14722.411964124081
105932,14419.228487681337
86416,7621.762046879215
79616,25991.429709033106
83395,14440.541839104573
88734,11581.171931637997
106676,17222.19906552787
102442,10140.98330922867
88761,17675.341897707975
79708,27277.572530409954
96808,17968.51774547709
103755,9180.372486301965
86273,17472.72458925786
97635,28042.714682515354
80797,26512.778521526314
108000,15855.784279351657
95126,37543.87970701662
105187,31964.826489801093
81613,20261.70614448615
103906,6930.903817984919
