carID,price
89856,9783.239539921686
106581,23852.342692253176
80886,13160.98317501762
100174,16826.479496084383
81376,23497.266143603665
85391,10382.73272279788
82175,14331.256555140111
95250,14841.47412564608
85071,5210.736184857138
96210,16968.346572665247
80317,27274.454333420283
92731,21993.709083109712
107704,14219.727643388725
98302,7272.059166375191
107055,22258.178037953377
94621,41912.49219669383
91709,20640.683699333236
98193,48604.125375351694
76189,16690.793441213907
86871,13743.17301902137
102917,6884.556582155033
90923,26834.441220179742
101603,10504.673818462354
94196,21190.835485809766
85174,16098.884969825453
103370,12543.665194845124
107877,15005.32131851562
79567,14310.06144869847
90091,9660.96503672414
76169,12412.670976025065
98708,10788.895184172576
107347,21096.52565995074
89583,9110.393765547195
101591,12090.523125820688
92160,15473.597393591355
99676,11812.711984000698
85354,17667.826539989626
81900,11509.335020312703
80345,22548.677226250897
78509,31499.134718456906
100872,9996.53074236587
95087,27181.284851609813
86027,16409.28677780382
89135,13546.353611376808
80557,26995.558392129285
108092,19872.7737927478
102672,16620.347351662618
83022,8369.636337520004
78398,18892.058534976546
95889,30036.49957260068
81117,47610.61880080226
93730,19511.913096319066
101380,9615.011223073065
81772,27865.21634471602
85304,11310.620682836432
86107,5670.348793877392
88696,15919.82261770952
104350,20420.83724298009
87331,12842.834554444624
85206,16045.418319555942
107445,25313.917243200056
106539,29467.282895536762
98712,20780.13164372718
96875,13200.151771385332
108464,21859.647702888447
99890,7089.550643748023
87771,17087.0532158184
79442,19523.606047073423
84170,10649.817130145553
103045,15642.84755566003
101544,3660.7949542293036
77350,10501.927992791116
89225,14942.15828410764
79565,54254.958456610766
82849,9832.69078796865
94360,19912.45793335936
103040,7111.006847373969
105101,39480.99608560272
97077,11438.69924006162
98674,12657.387917636077
93447,27690.32393484912
84951,19772.812511567514
91953,9465.88240883198
102101,8431.730279806638
92604,30386.4929947705
89010,8793.032297376933
102729,10261.038906692755
88024,9842.03748448911
104367,11601.989438101758
101230,10472.382811255227
82524,19885.555943735082
95279,48811.77103989564
106098,12572.619183058287
89749,8863.983076456543
101277,6005.069911204304
108016,26949.89199158199
81259,25862.599311552684
97434,21284.325083787688
105289,29523.018132917296
103379,9965.144847572947
78317,27480.489205732047
104166,18982.28749660887
106660,31879.34685062016
107490,11455.370526964769
90684,13903.268726802
90032,6613.108837677804
79481,19507.812006980806
102524,9131.073781639689
100778,17184.878112769435
77810,15316.013531053288
98979,13280.50927555853
76558,17115.575119152698
94550,21771.396708919074
107246,6318.05651388193
77429,25741.010358176918
106105,12370.960401036693
105213,9932.606116660056
102747,14411.458470926653
104958,16347.517655480879
96036,17071.787822888444
92310,23260.186804805347
100837,7198.356846030922
82858,11203.388018411057
90119,10201.40563209935
77304,23405.484753267057
89011,11175.327772952767
84623,17061.586725866357
99665,22929.3050868892
100592,9909.460534811793
82623,10564.017782667052
92035,18110.7667012015
84305,10703.705559107142
92903,7155.564716771808
93398,19196.786249792116
108067,16861.874988945132
85062,7892.716569670033
81727,40338.370487598375
95637,9578.511086896267
89690,8198.141552338879
83240,17878.215679132605
89711,10694.589430993128
96945,10358.43985381014
104924,23114.988701801823
79633,21049.312981858042
89582,4408.162153430529
98080,7004.255237616496
85992,6526.948699909866
86712,12700.558506057829
105767,12590.060972369805
100590,9036.930495891735
104574,15954.963441862135
97246,12789.645796034052
78141,18210.996703175184
91590,28305.510875403354
80767,14513.810838474943
100344,15168.620257832481
88987,21147.05945066692
96479,17927.96557223458
90598,8687.183400980795
83880,7925.673657851422
86802,15706.250239427107
103078,15641.61378538415
84736,9136.227888478827
84196,3288.6335494648497
102062,10213.792939875604
90110,6462.123811984283
102907,11210.566459274933
81776,24725.700004974566
102431,6304.350899267331
80442,14498.381425844698
78656,26476.096806577396
78537,35342.71854499658
102511,9230.080016621205
93612,19836.22370093594
99284,7526.047361896426
96315,16163.430604827834
94305,37991.52928306773
100636,11161.961363499266
81816,16136.807888288633
100352,15951.920464270821
